date,value
2005-12-31,158651.0
2005-11-30,157406.0
2005-10-31,157306.0
2005-09-30,158847.0
2005-08-31,160824.0
2005-07-31,162026.0
2005-06-30,162225.0
2005-05-31,162397.0
2005-04-30,160704.0
2005-03-31,160250.0
2005-02-28,157904.0
2023-11-30,262877.968556716
2023-10-31,263580.188010481
2023-09-30,263688.91056908
2023-08-31,261773.783691805
2023-07-31,259113.027351643
2023-06-30,255708.95086375
2023-05-31,252541.191535862
2023-04-30,250457.042575597
2023-03-31,249356.16017748
2023-02-28,249637.145787526
2023-01-31,250434.060765208
2022-12-31,251464.063392404
2022-11-30,252072.99982117
2022-10-31,252690.241224421
2022-09-30,253838.403700181
2022-08-31,255001.741790121
2022-07-31,254792.553581776
2022-06-30,253358.821774923
2022-05-31,250337.587001672
2022-04-30,247242.571213766
2022-03-31,242845.312229218
2022-02-28,237548.814669235
2022-01-31,233426.418278253
2021-12-31,230778.390669367
2021-11-30,230679.244521677
2021-10-31,231348.315678237
2021-09-30,232604.635170535
2021-08-31,234164.334931649
2021-07-31,233690.760699914
2021-06-30,231653.150725833
2021-05-31,228734.982166286
2021-04-30,226793.008938905
2021-03-31,225896.066037803
2021-02-28,224592.01017667
2021-01-31,222817.178568927
2020-12-31,221103.310304162
2020-11-30,219664.948393012
2020-10-31,217049.300239289
2020-09-30,214205.600249315
2020-08-31,211568.168899639
2020-07-31,211006.842136991
2020-06-30,211052.109622342
2020-05-31,211222.578139997
2020-04-30,210587.547635768
2020-03-31,209117.559881937
2020-02-29,207873.888094098
2020-01-31,206423.821297138
2019-12-31,204953.182275303
2019-11-30,203186.306475733
2019-10-31,201660.395326228
2019-09-30,200157.120215034
2019-08-31,198506.513938079
2019-07-31,196900.49862957
2019-06-30,196444.004638715
2019-05-31,195924.187485889
2019-04-30,194633.41200454
2019-03-31,192971.263333479
2019-02-28,191586.932724462
2019-01-31,190637.742909751
2018-12-31,188333.885866703
2018-11-30,186087.098102424
2018-10-31,184448.454295209
2018-09-30,184047.240638185
2018-08-31,183937.562141813
2018-07-31,184207.059816265
2018-06-30,184398.327784447
2018-05-31,184658.690722148
2018-04-30,184489.437361512
2018-03-31,184343.525206302
2018-02-28,183888.735320385
2018-01-31,183128.925761201
2017-12-31,182565.983392953
2017-11-30,181450.550813769
2017-10-31,180742.91430895
2017-09-30,179395.639496764
2017-08-31,178587.470162053
2017-07-31,176851.628884182
2017-06-30,174988.341766188
2017-05-31,172817.828427117
2017-04-30,171150.679515389
2017-03-31,170018.35621626
2017-02-28,169878.891531641
2017-01-31,169717.905738801
2016-12-31,169510.722167098
2016-11-30,168924.07159014
2016-10-31,168496.362029338
2016-09-30,167195.352046062
2016-08-31,165404.240133357
2016-07-31,163163.326698221
2016-06-30,161952.361137052
2016-05-31,161324.065857629
2016-04-30,161563.001949192
2016-03-31,161356.266012518
2016-02-29,160251.741770634
2016-01-31,158390.600090103
2015-12-31,156752.735798725
2015-11-30,155545.338988223
2015-10-31,153968.41809869
2015-09-30,152079.152596113
2015-08-31,150158.2852281
2015-07-31,149262.59699534
2015-06-30,148470.34741997
2015-05-31,148206.314478905
2015-04-30,147715.533057855
2015-03-31,146934.831597525
2015-02-28,145888.665703693
2015-01-31,144885.136006758
2014-12-31,144629.75840338
2014-11-30,144706.984012354
2014-10-31,144753.495662856
2014-09-30,145248.79537097
2014-08-31,145484.00786431
2014-07-31,145423.146658967
2014-06-30,144584.893855245
2014-05-31,143713.631244593
2014-04-30,143278.288667582
2014-03-31,142812.378120365
2014-02-28,141982.837669931
2014-01-31,141653.981832808
2013-12-31,141730.390959907
2013-11-30,142325.407099467
2013-10-31,142848.348512149
2013-09-30,143501.340448995
2013-08-31,144033.1595779
2013-07-31,143638.966569567
2013-06-30,143105.866342949
2013-05-31,142806.436844713
2013-04-30,143213.821383435
2013-03-31,143080.990651384
2013-02-28,142162.801241108
2013-01-31,141391.302284271
2012-12-31,141433.947475301
2012-11-30,142143.210393551
2012-10-31,142496.629118453
2012-09-30,142836.345325242
2012-08-31,143008.451760504
2012-07-31,142805.114961198
2012-06-30,141768.166161538
2012-05-31,140795.143528172
2012-04-30,140182.43044767
2012-03-31,139766.443647797
2012-02-29,139304.312390396
2012-01-31,138826.167435128
2011-12-31,138862.91508323
2011-11-30,138989.993379289
2011-10-31,139445.689938501
2011-09-30,140106.80977534
2011-08-31,141918.376665802
2011-07-31,143651.492466691
2011-06-30,144608.641278968
2011-05-31,144753.253511986
2011-04-30,145289.071502135
2011-03-31,146663.421421604
2011-02-28,148973.275458521
2011-01-31,150543.488747366
2010-12-31,152057.300601045
2010-11-30,153474.366866225
2010-10-31,155312.348805139
2010-09-30,157364.485230444
2010-08-31,158452.583464219
2010-07-31,158886.961788873
2010-06-30,158775.761857727
2010-05-31,158759.384129966
2010-04-30,159436.281258846
2010-03-31,159967.096259725
2010-02-28,161398.206891604
2010-01-31,162231.367181833
2009-12-31,163121.269307665
2009-11-30,162556.017737167
2009-10-31,162515.03143141
2009-09-30,162362.846511944
2009-08-31,162220.13842067
2009-07-31,162240.168885832
2009-06-30,162479.800075865
2009-05-31,163023.767327177
2009-04-30,162944.52126354
2009-03-31,163176.214887711
2009-02-28,163274.626595478
2009-01-31,163628.68828344
2008-12-31,163620.462040731
2008-11-30,163796.251708614
2008-10-31,164226.806226103
2008-09-30,165155.419812977
2008-08-31,165140.42897263
2008-07-31,165106.19424907
2008-06-30,164570.310668697
2008-05-31,164712.058233589
2008-04-30,165037.196450449
2008-03-31,165570.566328669
2008-02-29,166481.303230283
2008-01-31,167607.545465401
2007-12-31,169022.59484405
2007-11-30,170060.842822651
2007-10-31,169440.891017986
2007-09-30,166279.998140358
2007-08-31,163432.637738731
2007-07-31,161853.77984859
2007-06-30,162667.254853403
2007-05-31,163104.272631887
2007-04-30,163005.689476931
2007-03-31,162564.947780418
2007-02-28,162042.524889505
2007-01-31,161795.213278793
2006-12-31,161584.740345708
2006-11-30,161401.339710676
2006-10-31,160818.585670569
2006-09-30,159735.720547193
2006-08-31,159047.983892952
2006-07-31,158604.481364254
2006-06-30,158645.788020083
2006-05-31,158140.711194668
2006-04-30,157266.385132335
2006-03-31,155859.226325585
2006-02-28,154392.811806625
2006-01-31,152985.738351113
2005-12-31,151508.589574205
2005-11-30,150062.68066844
2005-10-31,148686.4788613
2005-09-30,147384.603768293
2005-08-31,145949.824020396
2005-07-31,144427.018472759
2005-06-30,142753.788066536
2005-05-31,140881.881546854
2005-04-30,138621.912809428
2005-03-31,135957.854735881
2005-02-28,133400.839990907
2005-01-31,131054.72310002
2004-12-31,128905.455159606
2004-11-30,126618.356502937
2004-10-31,124367.228532241
2004-09-30,122174.243999825
2004-08-31,120402.599591961
2004-07-31,118660.271906997
2004-06-30,117465.17726864
2004-05-31,116279.133581923
2004-04-30,115187.709818444
2004-03-31,113756.132831911
2004-02-29,112266.511300672
2004-01-31,110865.424265442
2003-12-31,109611.388868965
2003-11-30,108408.309043196
2003-10-31,107032.12802652
2003-09-30,105417.409421109
2003-08-31,103979.588791587
2003-07-31,102839.446537717
2003-06-30,102276.7848295
2003-05-31,101767.327838604
2003-04-30,101286.306688622
2003-03-31,100648.330623622
2003-02-28,99923.7319565736
2003-01-31,99445.2164041755
2002-12-31,98917.0953877765
2002-11-30,98424.3318643736
2002-10-31,97613.9837057762
2002-09-30,96892.0985037007
2002-08-31,96131.4064879633
2002-07-31,95633.5473771641
2002-06-30,95285.0237226954
2002-05-31,94907.6178935959
2002-04-30,94278.1755549218
2002-03-31,93282.0246845769
2002-02-28,92240.4295039251
2002-01-31,91334.3213228833
2001-12-31,90652.6250712141
2001-11-30,90178.246202554
2001-10-31,89548.6674795982
2001-09-30,88776.9298688839
2001-08-31,87967.7617514274
2001-07-31,87546.7785407448
2001-06-30,87254.6937529689
2001-05-31,87001.0220069076
2001-04-30,86354.0048544678
2001-03-31,85875.1134834294
2001-02-28,85351.6475671624
2001-01-31,84981.672622678
2000-12-31,84509.9320278279
2000-11-30,84050.436818315
2000-10-31,83683.6539229895
2000-09-30,83163.7876339229
2000-08-31,82471.9586256438
2000-07-31,81831.2251965976
2000-06-30,81440.9239500894
2000-05-31,81393.3991994544
2000-04-30,80630.8117933954
2000-03-31,79837.0768801285
2000-02-29,79062.5084137229
2000-01-31,78997.0706031497
1999-12-31,94390.0
1999-11-30,93834.0
1999-10-31,93338.0
1999-09-30,93263.0
1999-08-31,93566.0
1999-07-31,93607.0
1999-06-30,92809.0
1999-05-31,91839.0
1999-04-30,91308.0
1999-03-31,91010.0
1999-02-28,90854.0
1999-01-31,90616.0
1998-12-31,90704.0
1998-11-30,90108.0
1998-10-31,89498.0
1998-09-30,89188.0
1998-08-31,89376.0
1998-07-31,90102.0
1998-06-30,90625.0
1998-05-31,90032.0
1998-04-30,89779.0
1998-03-31,90064.0
1998-02-28,91698.0
1998-01-31,92605.0
1997-12-31,92897.0
1997-11-30,92992.0
1997-10-31,92792.0
1997-09-30,92728.0
1997-08-31,92294.0
1997-07-31,91828.0
1997-06-30,91804.0
1997-05-31,91968.0
1997-04-30,92287.0
1997-03-31,91924.0
1997-02-28,91208.0
1997-01-31,90497.0
1996-12-31,90222.0
1996-11-30,90323.0
1996-10-31,90650.0
1996-09-30,90679.0
1996-08-31,90686.0
1996-07-31,90523.0
1996-06-30,90289.0
1996-05-31,90485.0
1996-04-30,90376.0
1996-03-31,90522.0
1996-02-29,90226.0
1996-01-31,90318.0
2023-11-30,737866.776515601
2023-10-31,736065.691535804
2023-09-30,743060.839910587
2023-08-31,751312.824508547
2023-07-31,756089.788108142
2023-06-30,755097.869227857
2023-05-31,751046.094416263
2023-04-30,748901.843117143
2023-03-31,747810.478379337
2023-02-28,753057.666414064
2023-01-31,763312.94943267
2022-12-31,775243.989988168
2022-11-30,782745.438314724
2022-10-31,789346.723737255
2022-09-30,796805.883978658
2022-08-31,803960.556605677
2022-07-31,805060.309673626
2022-06-30,800244.386922292
2022-05-31,786828.544429859
2022-04-30,769267.887263803
2022-03-31,747575.525222516
2022-02-28,726395.779350867
2022-01-31,707005.308226471
2021-12-31,691843.582736138
2021-11-30,680648.908085954
2021-10-31,673528.049441744
2021-09-30,665783.372922778
2021-08-31,657408.610301231
2021-07-31,644988.600358861
2021-06-30,628172.259664538
2021-05-31,610633.143179652
2021-04-30,592253.649964194
2021-03-31,577154.781864904
2021-02-28,561997.980170169
2021-01-31,546705.121342653
2020-12-31,531399.546883901
2020-11-30,516996.618395964
2020-10-31,504352.960705568
2020-09-30,493593.432417486
2020-08-31,485284.160932448
2020-07-31,480080.341010186
2020-06-30,477686.923006805
2020-05-31,474856.694403372
2020-04-30,472287.476908399
2020-03-31,469634.852413978
2020-02-29,467705.986441598
2020-01-31,465127.212239011
2019-12-31,462304.905707021
2019-11-30,459689.160795673
2019-10-31,457555.598655373
2019-09-30,455166.122640009
2019-08-31,452269.227065539
2019-07-31,447915.761149042
2019-06-30,444383.896578492
2019-05-31,441971.508936672
2019-04-30,439680.908360898
2019-03-31,436942.308464099
2019-02-28,434442.409478505
2019-01-31,433494.413502045
2018-12-31,432810.046522121
2018-11-30,431730.284408701
2018-10-31,430922.687717173
2018-09-30,429590.848042705
2018-08-31,426918.134140672
2018-07-31,423199.697881175
2018-06-30,420412.052236337
2018-05-31,418466.924014952
2018-04-30,415759.249325776
2018-03-31,412958.677900755
2018-02-28,411084.77248789
2018-01-31,410566.717894727
2017-12-31,410126.166887623
2017-11-30,409356.342956507
2017-10-31,408078.528121507
2017-09-30,406492.538432451
2017-08-31,404942.877410013
2017-07-31,403351.960261728
2017-06-30,400845.977348708
2017-05-31,397354.803148706
2017-04-30,394153.212012762
2017-03-31,391537.864405998
2017-02-28,389207.477092516
2017-01-31,386637.548124457
2016-12-31,383769.742223279
2016-11-30,381172.177794913
2016-10-31,379501.025552091
2016-09-30,378352.792899251
2016-08-31,377174.913007588
2016-07-31,375701.727763455
2016-06-30,374185.348478182
2016-05-31,373080.127199769
2016-04-30,372297.999190885
2016-03-31,371738.654573373
2016-02-29,370824.990102862
2016-01-31,369126.961736788
2015-12-31,367718.917295193
2015-11-30,366440.165023813
2015-10-31,365189.325108229
2015-09-30,362720.670817078
2015-08-31,360744.308887401
2015-07-31,359647.838633236
2015-06-30,359636.798523688
2015-05-31,358532.904223179
2015-04-30,357446.387974067
2015-03-31,355999.638126732
2015-02-28,356616.014332888
2015-01-31,357048.835059481
2014-12-31,357751.918861427
2014-11-30,357151.643656775
2014-10-31,356779.001642142
2014-09-30,356045.763689889
2014-08-31,292011.0
2014-07-31,290435.0
2014-06-30,287804.0
2014-05-31,284871.0
2014-04-30,283309.0
2014-03-31,282096.0
2014-02-28,283156.0
2014-01-31,283832.0
2013-12-31,284098.0
2013-11-30,281821.0
2013-10-31,280083.0
2013-09-30,277575.0
2013-08-31,275860.0
2013-07-31,275019.0
2013-06-30,274624.0
2013-05-31,273614.0
2013-04-30,271531.0
2013-03-31,269596.0
2013-02-28,265533.0
2013-01-31,261457.0
2012-12-31,258026.0
2012-11-30,257954.0
2012-10-31,257198.0
2012-09-30,256854.0
2012-08-31,255670.0
2012-07-31,255099.0
2012-06-30,254347.0
2012-05-31,254111.0
2012-04-30,254007.0
2012-03-31,254730.0
2012-02-29,256494.0
2012-01-31,258414.0
2011-12-31,259438.0
2011-11-30,259027.0
2011-10-31,259186.0
2011-09-30,259756.0
2011-08-31,260869.0
2011-07-31,260857.0
2011-06-30,261475.0
2011-05-31,262253.0
2011-04-30,264016.0
2011-03-31,265533.0
2011-02-28,266782.0
2011-01-31,267807.0
2010-12-31,268675.0
2010-11-30,268933.0
2010-10-31,269845.0
2010-09-30,271278.0
2010-08-31,273334.0
2010-07-31,275301.0
2010-06-30,275842.0
2010-05-31,275545.0
2010-04-30,274293.0
2010-03-31,273393.0
2010-02-28,272055.0
2010-01-31,270860.0
2009-12-31,268983.0
2009-11-30,270251.0
2009-10-31,270503.0
2009-09-30,271146.0
2009-08-31,269154.0
2009-07-31,268015.0
2009-06-30,268118.0
2009-05-31,269631.0
2009-04-30,272293.0
2009-03-31,273402.0
2009-02-28,276017.0
2009-01-31,278198.0
2008-12-31,283496.0
2008-11-30,284761.0
2008-10-31,286337.0
2008-09-30,284215.0
2008-08-31,285173.0
2008-07-31,285504.0
2008-06-30,287109.0
2008-05-31,287219.0
2008-04-30,286956.0
2008-03-31,287349.0
2008-02-29,286865.0
2008-01-31,287040.0
2007-12-31,286278.0
2007-11-30,286218.0
2007-10-31,285585.0
2007-09-30,285774.0
2007-08-31,285952.0
2007-07-31,284647.0
2007-06-30,282739.0
2007-05-31,280661.0
2007-04-30,280009.0
2007-03-31,278765.0
2007-02-28,277781.0
2007-01-31,276336.0
2006-12-31,273195.0
2006-11-30,270052.0
2006-10-31,265601.0
2006-09-30,263617.0
2006-08-31,260326.0
2006-07-31,259025.0
2006-06-30,255260.0
2006-05-31,251674.0
2006-04-30,246547.0
2006-03-31,242598.0
2006-02-28,238476.0
2006-01-31,234391.0
2005-12-31,231231.0
2005-11-30,228296.0
2005-10-31,226307.0
2005-09-30,222908.0
2005-08-31,219871.0
2005-07-31,216129.0
2005-06-30,213925.0
2005-05-31,212661.0
2005-04-30,212434.0
2022-02-28,275300.0
2022-01-31,269942.0
2021-12-31,265297.0
2021-11-30,260305.0
2021-10-31,254685.0
2021-09-30,247413.0
2021-08-31,239543.0
2021-07-31,149130.0
2021-06-30,146500.0
2021-05-31,144733.0
2021-04-30,131988.0
2021-03-31,130462.0
2021-02-28,134648.0
2021-01-31,132013.0
2020-12-31,129770.0
2020-11-30,129984.0
2020-10-31,128364.0
2020-09-30,127558.0
2020-08-31,135360.0
2020-07-31,129040.0
2020-06-30,135398.0
2020-05-31,135367.0
2020-04-30,149384.0
2020-03-31,148505.0
2020-02-29,147893.0
2020-01-31,147703.0
2019-12-31,148207.0
2019-11-30,148996.0
2019-10-31,149269.0
2019-09-30,149069.0
2019-08-31,148136.0
2019-07-31,147752.0
2019-06-30,148393.0
2019-05-31,148652.0
2019-04-30,148276.0
2019-03-31,146311.0
2019-02-28,144372.0
2019-01-31,141959.0
2018-12-31,139553.0
2018-11-30,137320.0
2018-10-31,135786.0
2018-09-30,133716.0
2018-08-31,132315.0
2018-07-31,131532.0
2018-06-30,131397.0
2018-05-31,131810.0
2018-04-30,131692.0
2018-03-31,132412.0
2018-02-28,132965.0
2018-01-31,133322.0
2017-12-31,132475.0
2017-11-30,131080.0
2017-10-31,130498.0
2017-09-30,132186.0
2017-08-31,134153.0
2017-07-31,134836.0
2017-06-30,132973.0
2017-05-31,130803.0
2017-04-30,128656.0
2017-03-31,127211.0
2017-02-28,125742.0
2017-01-31,125370.0
2016-12-31,125631.0
2016-11-30,126282.0
2016-10-31,125743.0
2016-09-30,124752.0
2016-08-31,124220.0
2016-07-31,124549.0
2016-06-30,125617.0
2016-05-31,125974.0
2016-04-30,126122.0
2016-03-31,125096.0
2016-02-29,123843.0
2016-01-31,122405.0
2015-12-31,120775.0
2015-11-30,118772.0
2015-10-31,116713.0
2015-09-30,114980.0
2015-08-31,113003.0
2015-07-31,111116.0
2015-06-30,109635.0
2015-05-31,108608.0
2015-04-30,107646.0
2015-03-31,107052.0
2015-02-28,106697.0
2015-01-31,105951.0
2014-12-31,105315.0
2014-11-30,104939.0
2014-10-31,105295.0
2014-09-30,105088.0
2014-08-31,104668.0
2014-07-31,104049.0
2014-06-30,103220.0
2014-05-31,102525.0
2014-04-30,101676.0
2014-03-31,100991.0
2014-02-28,99583.0
2014-01-31,98785.0
2013-12-31,97651.0
2013-11-30,97423.0
2013-10-31,96816.0
2013-09-30,96609.0
2013-08-31,96202.0
2013-07-31,95993.0
2013-06-30,96264.0
2013-05-31,96087.0
2013-04-30,95926.0
2013-03-31,95688.0
2013-02-28,96206.0
2013-01-31,96427.0
2012-12-31,96211.0
2012-11-30,95559.0
2012-10-31,94688.0
2012-09-30,94004.0
2012-08-31,93742.0
2012-07-31,93295.0
2012-06-30,92849.0
2012-05-31,92462.0
2012-04-30,92894.0
2012-03-31,93087.0
2012-02-29,93453.0
2012-01-31,93535.0
2011-12-31,94477.0
2011-11-30,95100.0
2011-10-31,95958.0
2011-09-30,96448.0
2011-08-31,96778.0
2011-07-31,97105.0
2011-06-30,96922.0
2011-05-31,97140.0
2011-04-30,97258.0
2011-03-31,97708.0
2011-02-28,97837.0
2011-01-31,97849.0
2010-12-31,98173.0
2010-11-30,99356.0
2010-10-31,100786.0
2010-09-30,102288.0
2010-08-31,102437.0
2010-07-31,102713.0
2010-06-30,102326.0
2010-05-31,102703.0
2010-04-30,102295.0
2010-03-31,102405.0
2010-02-28,102051.0
2010-01-31,102186.0
2009-12-31,101753.0
2009-11-30,100971.0
2009-10-31,100007.0
2009-09-30,99194.0
2009-08-31,99413.0
2009-07-31,99605.0
2009-06-30,100541.0
2009-05-31,100739.0
2009-04-30,101420.0
2009-03-31,101645.0
2009-02-28,102055.0
2009-01-31,102201.0
2023-11-30,658336.665575396
2023-10-31,661824.007892663
2023-09-30,666480.956394836
2023-08-31,670605.865383551
2023-07-31,672550.474724248
2023-06-30,672853.257049694
2023-05-31,669433.232807698
2023-04-30,664547.089797219
2023-03-31,660194.176275961
2023-02-28,659734.916963978
2023-01-31,663067.664049195
2022-12-31,669349.799670511
2022-11-30,674472.296309883
2022-10-31,677653.285184926
2022-09-30,678422.196159222
2022-08-31,680800.017619906
2022-07-31,681560.850967129
2022-06-30,681299.58920395
2022-05-31,676525.402961974
2022-04-30,668999.492257214
2022-03-31,657468.232459829
2022-02-28,644103.724946468
2022-01-31,633397.613827921
2021-12-31,625405.510518146
2021-11-30,620881.696262696
2021-10-31,616416.814043745
2021-09-30,613375.344559963
2021-08-31,608052.610275096
2021-07-31,599313.989451011
2021-06-30,585475.963721636
2021-05-31,571779.414655301
2021-04-30,560617.212395112
2021-03-31,550457.290266149
2021-02-28,539940.172218865
2021-01-31,528367.848107187
2020-12-31,517536.609674456
2020-11-30,507891.44809791
2020-10-31,497893.048013897
2020-09-30,488498.474458388
2020-08-31,479477.38873213
2020-07-31,473986.387443146
2020-06-30,471116.379054099
2020-05-31,468490.754278232
2020-04-30,464878.35975933
2020-03-31,460610.214284258
2020-02-29,457407.752751026
2020-01-31,454767.172281712
2019-12-31,452468.253892331
2019-11-30,449450.797799041
2019-10-31,446114.296553514
2019-09-30,442477.481040927
2019-08-31,439112.117837971
2019-07-31,434903.912012513
2019-06-30,430004.86893281
2019-05-31,425456.001229652
2019-04-30,421645.5563275
2019-03-31,418759.034108394
2019-02-28,415915.623797369
2019-01-31,413244.855076371
2018-12-31,409914.29868009
2018-11-30,406695.580070089
2018-10-31,403868.899765362
2018-09-30,401499.025519979
2018-08-31,397709.487203551
2018-07-31,393497.247261834
2018-06-30,388604.600198732
2018-05-31,385508.823700876
2018-04-30,382585.58883648
2018-03-31,380325.502297426
2018-02-28,377702.383277966
2018-01-31,375509.439905336
2017-12-31,373231.58764052
2017-11-30,370762.337066351
2017-10-31,367665.215213615
2017-09-30,365640.858307072
2017-08-31,363076.751774668
2017-07-31,360729.341279273
2017-06-30,357909.781371793
2017-05-31,355519.013550836
2017-04-30,352999.522905131
2017-03-31,350147.367737954
2017-02-28,346942.191575182
2017-01-31,343811.728996616
2016-12-31,341573.719824966
2016-11-30,339962.276196218
2016-10-31,339179.347821339
2016-09-30,338255.142639224
2016-08-31,337302.14259949
2016-07-31,335951.176618379
2016-06-30,334239.387911858
2016-05-31,332140.291015242
2016-04-30,330171.842085362
2016-03-31,328370.11211083
2016-02-29,327342.823642272
2016-01-31,325976.842090904
2015-12-31,323747.208925671
2015-11-30,319352.534602353
2015-10-31,314968.454785243
2015-09-30,311497.713854673
2015-08-31,309135.814413831
2015-07-31,305910.954445702
2015-06-30,301148.763965465
2015-05-31,296983.919452042
2015-04-30,294147.641789627
2015-03-31,293103.542516977
2015-02-28,292878.72763533
2015-01-31,292697.592703541
2014-12-31,291359.370351067
2014-11-30,289550.207462439
2014-10-31,287878.257596293
2014-09-30,287804.430458906
2014-08-31,288491.061720137
2014-07-31,288864.942533457
2014-06-30,287721.499662938
2014-05-31,285279.078815659
2014-04-30,282234.860028433
2014-03-31,280041.791227392
2014-02-28,277985.300310577
2014-01-31,276988.299377987
2013-12-31,276277.239026496
2013-11-30,275596.006201947
2013-10-31,274270.231752364
2013-09-30,273214.827914721
2013-08-31,272831.288214499
2013-07-31,272237.053674396
2013-06-30,270968.534974447
2013-05-31,268948.710573984
2013-04-30,266498.52006848
2013-03-31,263292.87913854
2013-02-28,260239.867027035
2013-01-31,257351.147285798
2012-12-31,255169.662848782
2012-11-30,253476.787842493
2012-10-31,252286.945079241
2012-09-30,252688.08151846
2012-08-31,253336.332626662
2012-07-31,254376.449355678
2012-06-30,254253.730833097
2012-05-31,253599.70211447
2012-04-30,252097.867458842
2012-03-31,250053.2844345
2012-02-29,246668.798705164
2012-01-31,244237.955860432
2011-12-31,243113.647302307
2011-11-30,243661.323566986
2011-10-31,244657.393382095
2011-09-30,244967.551418662
2011-08-31,244897.61114001
2011-07-31,244711.307975316
2011-06-30,244915.676961593
2011-05-31,246273.676287877
2011-04-30,247627.518239591
2011-03-31,249374.375110885
2011-02-28,251528.190235196
2011-01-31,253920.536560142
2010-12-31,256362.687865699
2010-11-30,257293.608136415
2010-10-31,257783.782184626
2010-09-30,257912.16098053
2010-08-31,258513.91225257
2010-07-31,258950.246144678
2010-06-30,259193.79329046
2010-05-31,260228.522543052
2010-04-30,261930.572672149
2010-03-31,264236.544000438
2010-02-28,266376.619718975
2010-01-31,268221.924270887
2009-12-31,269620.355560078
2009-11-30,270058.984925398
2009-10-31,269388.063073593
2009-09-30,267008.660242577
2009-08-31,265879.274709395
2009-07-31,266592.355211571
2009-06-30,269549.883218863
2009-05-31,272808.187199582
2009-04-30,274373.043562381
2009-03-31,276119.201085694
2009-02-28,315731.0
2009-01-31,318390.0
2008-12-31,320684.0
2008-11-30,323002.0
2008-10-31,324565.0
2008-09-30,326767.0
2008-08-31,330267.0
2008-07-31,334031.0
2008-06-30,335564.0
2008-05-31,339825.0
2008-04-30,345106.0
2008-03-31,349401.0
2008-02-29,351956.0
2008-01-31,353164.0
2007-12-31,354513.0
2007-11-30,355298.0
2007-10-31,354912.0
2007-09-30,355703.0
2007-08-31,352390.0
2007-07-31,348515.0
2007-06-30,344201.0
2007-05-31,338077.0
2007-04-30,330230.0
2007-03-31,322695.0
2007-02-28,317479.0
2007-01-31,313407.0
2006-12-31,307758.0
2006-11-30,301019.0
2006-10-31,296497.0
2006-09-30,293527.0
2006-08-31,292011.0
2006-07-31,289745.0
2006-06-30,286374.0
2006-05-31,283947.0
2006-04-30,282160.0
2006-03-31,280029.0
2006-02-28,276775.0
2006-01-31,272742.0
2005-12-31,269400.0
2005-11-30,266681.0
2005-10-31,262708.0
2005-09-30,257001.0
2005-08-31,251181.0
2005-07-31,245665.0
2005-06-30,243662.0
2005-05-31,240971.0
2023-11-30,242619.92029742
2023-10-31,243150.506915227
2023-09-30,244556.794958065
2023-08-31,244570.982263734
2023-07-31,244873.654515822
2023-06-30,244785.478764256
2023-05-31,244094.784901434
2023-04-30,242835.838837959
2023-03-31,242395.166928487
2023-02-28,242953.651281991
2023-01-31,244107.86392212
2022-12-31,245288.478117271
2022-11-30,246808.368606656
2022-10-31,249180.152622783
2022-09-30,250765.624023053
2022-08-31,253317.421459254
2022-07-31,255114.105281507
2022-06-30,256025.991784728
2022-05-31,252672.329592229
2022-04-30,245828.533124044
2022-03-31,238546.744552293
2022-02-28,232397.546370457
2022-01-31,229151.737426097
2021-12-31,226379.303360643
2021-11-30,225545.968319725
2021-10-31,225039.556156535
2021-09-30,226358.653334839
2021-08-31,228205.413876368
2021-07-31,227847.129022261
2021-06-30,224123.745904728
2021-05-31,217279.093898969
2021-04-30,211673.43775685
2021-03-31,207344.420213651
2021-02-28,205166.884115953
2021-01-31,201608.759132512
2020-12-31,197203.388582143
2020-11-30,190655.521493121
2020-10-31,184109.40400276
2020-09-30,177997.723940348
2020-08-31,173349.713135339
2020-07-31,170051.965502605
2020-06-30,169018.075975735
2020-05-31,169259.341864609
2020-04-30,170478.492473624
2020-03-31,171294.31028131
2020-02-29,173729.394191937
2020-01-31,175215.878122605
2019-12-31,175625.631179022
2019-11-30,173538.986369183
2019-10-31,171686.111534091
2019-09-30,170316.319153925
2019-08-31,169313.442969111
2019-07-31,167533.747727922
2019-06-30,164491.977057364
2019-05-31,161346.303864547
2019-04-30,157903.536061342
2019-03-31,155924.740774693
2019-02-28,153575.736899786
2019-01-31,152233.329251205
2018-12-31,150435.328291838
2018-11-30,148932.454733443
2018-10-31,146629.030544743
2018-09-30,144069.419187144
2018-08-31,141335.474541657
2018-07-31,140407.549656333
2018-06-30,140861.777671329
2018-05-31,141939.795877601
2018-04-30,141738.5549318
2018-03-31,139745.280046375
2018-02-28,136592.690450149
2018-01-31,133167.364805944
2017-12-31,130526.524773813
2017-11-30,128699.653838898
2017-10-31,127364.075119521
2017-09-30,126126.845330212
2017-08-31,124606.143661457
2017-07-31,123048.892523031
2017-06-30,121428.773445389
2017-05-31,120585.827009317
2017-04-30,120352.949477756
2017-03-31,119831.425093956
2017-02-28,119030.237308303
2017-01-31,117699.104245032
2016-12-31,116799.529429115
2016-11-30,115735.184481775
2016-10-31,115164.744579569
2016-09-30,114710.173281401
2016-08-31,114544.736301215
2016-07-31,114031.648762101
2016-06-30,113628.831556039
2016-05-31,113586.43408806
2016-04-30,114007.153055653
2016-03-31,114480.083258839
2016-02-29,114988.233668315
2016-01-31,114624.930084739
2015-12-31,114539.952420998
2015-11-30,113809.670799463
2015-10-31,114131.214997104
2015-09-30,114172.041515177
